AAPL,AMZN,MSFT,NVDA
-0.009721945255710907,-0.012139034655920922,-0.01245171556004554,-0.016005886789499768
0.007968065710679983,0.01488557393050649,0.0025847852019227346,0.004193705927215907
-0.004702879428337581,0.0020916204156393725,-0.009117733803124306,0.012106245975999519
0.01608611473297339,-0.007808640261289357,0.01592855962778561,0.0018757591426890041
0.021240782527507385,0.0047991747864684076,0.01249283587234018,0.010982596675924272
0.002260769261455131,-0.009410596802031268,-0.004627330612425817,0.005349265905743472
0.021364273506187637,0.004322578245699482,0.01202441430144141,0.03135233501937451
-0.01350297591105698,-0.011558211718052602,-0.007043124536859513,-0.018652108760061403
-0.004285779377683485,-0.003969126548924895,0.006476408401166145,-0.0069151966286062905
0.012526505068862992,0.00854991102959346,0.018323068493452332,0.013682362853398189
0.011071017391415028,-0.00703966144232826,0.005596896242057836,0.0014059027907646904
-0.006776880506041971,0.014629525206926841,-0.0035904721120928462,-0.005375323526938924
0.003569524754565956,-0.0023995494624704516,-0.0048050605545916225,0.008752127744239502
0.004815952442245974,-0.0015259112256781338,0.00615555796923406,0.010995006580045485
-0.0028818178588594368,-0.012172426638861644,-0.010076777047723917,-0.009412130154539122
-0.02940542192797857,-0.01788746376771211,-0.01672322132261983,-0.04104126329524327
0.028289345805171617,0.01362436592451366,0.01959610960141167,0.03234806122430256
0.02093236165385437,0.0025630978623367717,0.01559255046071506,-0.009799534537174748
-0.0014491797996861733,0.006824489189870775,0.028207812757137907,0.0010993354521093845
-0.044338796688511484,0.07379135586484753,-0.014758721108892647,-0.038159293905879244
-0.0027464516536631622,-0.0022501685803328897,0.024378977767751886,0.016495257187145063
0.03301389933950305,0.022687342140775613,0.03291650500011856,0.028294416254984744
0.00815434090227507,-0.004781236737139594,-0.001221303943670038,0.014688645461009342
0.011697079965588664,0.0050787328892443195,0.020733878138266437,0.013917770601946877
-0.013592685498830082,0.014169136390608683,0.001415467979710261,-0.010462206823457443
0.004749381942225295,0.026273579599096486,0.02615734392369573,0.04523235780423018
-0.006033407350605091,0.007915025985726132,-0.022575722491464556,0.018709512165164144
0.02374794963055149,0.004277469597884664,0.0014636948877129186,0.017357705056533446
-0.007121155381310307,-0.00468981707537619,-0.005413747897548338,-0.0064580168103991475
0.00024611068481239506,-0.006977166077050345,0.008926996640468587,0.07020485808975185
-0.018310125384701892,0.009742990607446878,0.01014311779626298,0.02339604111136806
0.014482648039989332,0.006749650094826309,0.002999083894072996,0.06113249927877118
-0.010258934230090055,-0.007888626914309249,-0.015271152364985885,-0.019065757141417894
-0.022634931236336975,-0.026533823330561868,-0.03161265161833493,-0.047392298749126094
-0.04750065813879856,-0.04135555023463999,-0.043115515223966616,-0.07069765145069107
-0.03387188214608372,-0.018190498951138112,-0.01650168445763589,-0.04109312856287406
0.015863585135889924,0.003472315416060967,0.012494592573944363,0.02136982704118373
-0.06536835477293956,-0.048136265467272676,-0.07045911797502791,-0.055665680954083085
-0.0005848602764652044,-0.0002918467224900523,0.024213052042760808,0.06916087329571807
0.09310081255072689,0.03726611425327642,0.06653902815683144,0.02354928108474752
-0.0317595300896939,-0.023009811402324054,-0.04791926778638178,-0.03812901829389714
0.046384437529669365,0.03501322901563819,0.03671517286196857,0.07002908325426271
-0.03243676692274866,-0.026216794314283476,-0.025095170302926073,-0.039436219359049174
-0.013280113752389244,-0.011922924014239333,-0.02826744702451367,-0.0265285355238154
-0.0790921216891115,-0.05285383245165354,-0.06777239650948474,-0.07743193517766189
0.07202144598672766,0.05065506668458686,0.06838378338134432,0.06372231444877907
-0.03473052344624006,-0.03750889642974897,-0.045301907008176046,-0.05595999926958861
-0.09875445114714043,-0.07922082514747941,-0.09483844318097456,-0.12236799421303635
0.11980820479687337,0.06464833687376514,0.1421689629824765,0.11340232009361095
-0.12864709741809677,-0.053697516604298,-0.14739023113835226,-0.18452082789603863
0.04397016930310116,0.07026613247879654,0.08233652689404636,0.10626268774746706
-0.024479901947282223,0.012257741060410998,-0.042095844779144076,-0.06650717842488563
-0.007662041751234749,0.027830613766863133,0.016452692413611025,0.05004454726890972
-0.06348551671128888,-0.018522798541689034,-0.037558461257881426,-0.03390175788357774
-0.021244206817483624,0.030735291504301987,-0.009974473612153312,0.033730295728547466
0.10032551763273179,0.019586561347294085,0.09089562626406167,0.1715646829359454
-0.005508897753874753,-0.027967604900146936,-0.009572929992732737,-0.014286781217858202
0.052623019303358554,0.03693312450375408,0.06255141272785059,0.047308604836303836
-0.04140224671748549,-0.028325389436650084,-0.04106082946560419,-0.01753239232998216
0.028537924924862956,0.03360354691971379,0.0703404847960134,0.0508845055655176
-0.0020409225912562112,-0.007245622950859176,-0.015727283400796765,-0.007492877408670773
